name,category,variantName,sku,costPrice,sellingPrice,stockQuantity
Saus Sambal 76,Bumbu Dapur,335ml,SKU-01517,10000,14000,10629
Tepung Terigu 76,Makanan Kaleng,1kg,SKU-01518,12000,15000,10636
Telur Ayam 76,Perawatan Diri,1kg,SKU-01519,27000,32000,10643
Tisu Wajah 76,Kebersihan,200 sheets,SKU-01520,9000,13000,10650
Indomie Goreng 77,Mie Instan,85g,SKU-01521,2500,3500,10657
Indomie Soto 77,Minuman,75g,SKU-01522,2500,3500,10664
Aqua 77,Snack,600ml,SKU-01523,2500,4000,10671
Teh Botol Sosro 77,Sembako,450ml,SKU-01524,3500,5000,10678
Kopi Kapal Api 77,Susu,65g,SKU-01525,7000,9500,10685
Beras Premium 77,Kopi & Teh,5kg,SKU-01526,65000,75000,10692
Gula Pasir 77,Bumbu Dapur,1kg,SKU-01527,14500,17000,10699
Minyak Goreng 77,Makanan Kaleng,1L,SKU-01528,17000,20000,10706
Susu UHT 77,Perawatan Diri,1L,SKU-01529,18000,22000,10713
Sabun Mandi 77,Kebersihan,100g,SKU-01530,3500,5000,10720
Shampoo 77,Mie Instan,170ml,SKU-01531,18000,23000,10727
Pasta Gigi 77,Minuman,120g,SKU-01532,11000,15000,10734
Biskuit 77,Snack,120g,SKU-01533,6500,9000,10741
Keripik Kentang 77,Sembako,68g,SKU-01534,9000,12000,10748
Sarden Kaleng 77,Susu,155g,SKU-01535,12000,16000,10755
Kecap Manis 77,Kopi & Teh,600ml,SKU-01536,14000,18000,10762
Saus Sambal 77,Bumbu Dapur,335ml,SKU-01537,10000,14000,10769
Tepung Terigu 77,Makanan Kaleng,1kg,SKU-01538,12000,15000,10776
Telur Ayam 77,Perawatan Diri,1kg,SKU-01539,27000,32000,10783
Tisu Wajah 77,Kebersihan,200 sheets,SKU-01540,9000,13000,10790
Indomie Goreng 78,Mie Instan,85g,SKU-01541,2500,3500,10797
Indomie Soto 78,Minuman,75g,SKU-01542,2500,3500,10804
Aqua 78,Snack,600ml,SKU-01543,2500,4000,10811
Teh Botol Sosro 78,Sembako,450ml,SKU-01544,3500,5000,10818
Kopi Kapal Api 78,Susu,65g,SKU-01545,7000,9500,10825
Beras Premium 78,Kopi & Teh,5kg,SKU-01546,65000,75000,10832
Gula Pasir 78,Bumbu Dapur,1kg,SKU-01547,14500,17000,10839
Minyak Goreng 78,Makanan Kaleng,1L,SKU-01548,17000,20000,10846
Susu UHT 78,Perawatan Diri,1L,SKU-01549,18000,22000,10853
Sabun Mandi 78,Kebersihan,100g,SKU-01550,3500,5000,10860
Shampoo 78,Mie Instan,170ml,SKU-01551,18000,23000,10867
Pasta Gigi 78,Minuman,120g,SKU-01552,11000,15000,10874
Biskuit 78,Snack,120g,SKU-01553,6500,9000,10881
Keripik Kentang 78,Sembako,68g,SKU-01554,9000,12000,10888
Sarden Kaleng 78,Susu,155g,SKU-01555,12000,16000,10895
Kecap Manis 78,Kopi & Teh,600ml,SKU-01556,14000,18000,10902
Saus Sambal 78,Bumbu Dapur,335ml,SKU-01557,10000,14000,10909
Tepung Terigu 78,Makanan Kaleng,1kg,SKU-01558,12000,15000,10916
Telur Ayam 78,Perawatan Diri,1kg,SKU-01559,27000,32000,10923
Tisu Wajah 78,Kebersihan,200 sheets,SKU-01560,9000,13000,10930
Indomie Goreng 79,Mie Instan,85g,SKU-01561,2500,3500,10937
Indomie Soto 79,Minuman,75g,SKU-01562,2500,3500,10944
Aqua 79,Snack,600ml,SKU-01563,2500,4000,10951
Teh Botol Sosro 79,Sembako,450ml,SKU-01564,3500,5000,10958
Kopi Kapal Api 79,Susu,65g,SKU-01565,7000,9500,10965
Beras Premium 79,Kopi & Teh,5kg,SKU-01566,65000,75000,10972
Gula Pasir 79,Bumbu Dapur,1kg,SKU-01567,14500,17000,10979
Minyak Goreng 79,Makanan Kaleng,1L,SKU-01568,17000,20000,10986
Susu UHT 79,Perawatan Diri,1L,SKU-01569,18000,22000,10993
Sabun Mandi 79,Kebersihan,100g,SKU-01570,3500,5000,11000
Shampoo 79,Mie Instan,170ml,SKU-01571,18000,23000,11007
Pasta Gigi 79,Minuman,120g,SKU-01572,11000,15000,11014
Biskuit 79,Snack,120g,SKU-01573,6500,9000,11021
Keripik Kentang 79,Sembako,68g,SKU-01574,9000,12000,11028
Sarden Kaleng 79,Susu,155g,SKU-01575,12000,16000,11035
Kecap Manis 79,Kopi & Teh,600ml,SKU-01576,14000,18000,11042
Saus Sambal 79,Bumbu Dapur,335ml,SKU-01577,10000,14000,11049
Tepung Terigu 79,Makanan Kaleng,1kg,SKU-01578,12000,15000,11056
Telur Ayam 79,Perawatan Diri,1kg,SKU-01579,27000,32000,11063
Tisu Wajah 79,Kebersihan,200 sheets,SKU-01580,9000,13000,11070
Indomie Goreng 80,Mie Instan,85g,SKU-01581,2500,3500,11077
Indomie Soto 80,Minuman,75g,SKU-01582,2500,3500,11084
Aqua 80,Snack,600ml,SKU-01583,2500,4000,11091
Teh Botol Sosro 80,Sembako,450ml,SKU-01584,3500,5000,11098
Kopi Kapal Api 80,Susu,65g,SKU-01585,7000,9500,11105
Beras Premium 80,Kopi & Teh,5kg,SKU-01586,65000,75000,11112
Gula Pasir 80,Bumbu Dapur,1kg,SKU-01587,14500,17000,11119
Minyak Goreng 80,Makanan Kaleng,1L,SKU-01588,17000,20000,11126
Susu UHT 80,Perawatan Diri,1L,SKU-01589,18000,22000,11133
Sabun Mandi 80,Kebersihan,100g,SKU-01590,3500,5000,11140
Shampoo 80,Mie Instan,170ml,SKU-01591,18000,23000,11147
Pasta Gigi 80,Minuman,120g,SKU-01592,11000,15000,11154
Biskuit 80,Snack,120g,SKU-01593,6500,9000,11161
Keripik Kentang 80,Sembako,68g,SKU-01594,9000,12000,11168
Sarden Kaleng 80,Susu,155g,SKU-01595,12000,16000,11175
Kecap Manis 80,Kopi & Teh,600ml,SKU-01596,14000,18000,11182
Saus Sambal 80,Bumbu Dapur,335ml,SKU-01597,10000,14000,11189
Tepung Terigu 80,Makanan Kaleng,1kg,SKU-01598,12000,15000,11196
Telur Ayam 80,Perawatan Diri,1kg,SKU-01599,27000,32000,11203
Tisu Wajah 80,Kebersihan,200 sheets,SKU-01600,9000,13000,11210
Indomie Goreng 81,Mie Instan,85g,SKU-01601,2500,3500,11217
Indomie Soto 81,Minuman,75g,SKU-01602,2500,3500,11224
Aqua 81,Snack,600ml,SKU-01603,2500,4000,11231
Teh Botol Sosro 81,Sembako,450ml,SKU-01604,3500,5000,11238
Kopi Kapal Api 81,Susu,65g,SKU-01605,7000,9500,11245
Beras Premium 81,Kopi & Teh,5kg,SKU-01606,65000,75000,11252
Gula Pasir 81,Bumbu Dapur,1kg,SKU-01607,14500,17000,11259
Minyak Goreng 81,Makanan Kaleng,1L,SKU-01608,17000,20000,11266
Susu UHT 81,Perawatan Diri,1L,SKU-01609,18000,22000,11273
Sabun Mandi 81,Kebersihan,100g,SKU-01610,3500,5000,11280
Shampoo 81,Mie Instan,170ml,SKU-01611,18000,23000,11287
Pasta Gigi 81,Minuman,120g,SKU-01612,11000,15000,11294
Biskuit 81,Snack,120g,SKU-01613,6500,9000,11301
Keripik Kentang 81,Sembako,68g,SKU-01614,9000,12000,11308
Sarden Kaleng 81,Susu,155g,SKU-01615,12000,16000,11315
Kecap Manis 81,Kopi & Teh,600ml,SKU-01616,14000,18000,11322
Saus Sambal 81,Bumbu Dapur,335ml,SKU-01617,10000,14000,11329
Tepung Terigu 81,Makanan Kaleng,1kg,SKU-01618,12000,15000,11336
Telur Ayam 81,Perawatan Diri,1kg,SKU-01619,27000,32000,11343
Tisu Wajah 81,Kebersihan,200 sheets,SKU-01620,9000,13000,11350
Indomie Goreng 82,Mie Instan,85g,SKU-01621,2500,3500,11357
Indomie Soto 82,Minuman,75g,SKU-01622,2500,3500,11364
Aqua 82,Snack,600ml,SKU-01623,2500,4000,11371
Teh Botol Sosro 82,Sembako,450ml,SKU-01624,3500,5000,11378
Kopi Kapal Api 82,Susu,65g,SKU-01625,7000,9500,11385
Beras Premium 82,Kopi & Teh,5kg,SKU-01626,65000,75000,11392
Gula Pasir 82,Bumbu Dapur,1kg,SKU-01627,14500,17000,11399
Minyak Goreng 82,Makanan Kaleng,1L,SKU-01628,17000,20000,11406
Susu UHT 82,Perawatan Diri,1L,SKU-01629,18000,22000,11413
Sabun Mandi 82,Kebersihan,100g,SKU-01630,3500,5000,11420
Shampoo 82,Mie Instan,170ml,SKU-01631,18000,23000,11427
Pasta Gigi 82,Minuman,120g,SKU-01632,11000,15000,11434
Biskuit 82,Snack,120g,SKU-01633,6500,9000,11441
Keripik Kentang 82,Sembako,68g,SKU-01634,9000,12000,11448
Sarden Kaleng 82,Susu,155g,SKU-01635,12000,16000,11455
Kecap Manis 82,Kopi & Teh,600ml,SKU-01636,14000,18000,11462
Saus Sambal 82,Bumbu Dapur,335ml,SKU-01637,10000,14000,11469
Tepung Terigu 82,Makanan Kaleng,1kg,SKU-01638,12000,15000,11476
Telur Ayam 82,Perawatan Diri,1kg,SKU-01639,27000,32000,11483
Tisu Wajah 82,Kebersihan,200 sheets,SKU-01640,9000,13000,11490
Indomie Goreng 83,Mie Instan,85g,SKU-01641,2500,3500,11497
Indomie Soto 83,Minuman,75g,SKU-01642,2500,3500,11504
Aqua 83,Snack,600ml,SKU-01643,2500,4000,11511
Teh Botol Sosro 83,Sembako,450ml,SKU-01644,3500,5000,11518
Kopi Kapal Api 83,Susu,65g,SKU-01645,7000,9500,11525
Beras Premium 83,Kopi & Teh,5kg,SKU-01646,65000,75000,11532
Gula Pasir 83,Bumbu Dapur,1kg,SKU-01647,14500,17000,11539
Minyak Goreng 83,Makanan Kaleng,1L,SKU-01648,17000,20000,11546
Susu UHT 83,Perawatan Diri,1L,SKU-01649,18000,22000,11553
Sabun Mandi 83,Kebersihan,100g,SKU-01650,3500,5000,11560
Shampoo 83,Mie Instan,170ml,SKU-01651,18000,23000,11567
Pasta Gigi 83,Minuman,120g,SKU-01652,11000,15000,11574
Biskuit 83,Snack,120g,SKU-01653,6500,9000,11581
Keripik Kentang 83,Sembako,68g,SKU-01654,9000,12000,11588
Sarden Kaleng 83,Susu,155g,SKU-01655,12000,16000,11595
Kecap Manis 83,Kopi & Teh,600ml,SKU-01656,14000,18000,11602
Saus Sambal 83,Bumbu Dapur,335ml,SKU-01657,10000,14000,11609
Tepung Terigu 83,Makanan Kaleng,1kg,SKU-01658,12000,15000,11616
Telur Ayam 83,Perawatan Diri,1kg,SKU-01659,27000,32000,11623
Tisu Wajah 83,Kebersihan,200 sheets,SKU-01660,9000,13000,11630
Indomie Goreng 84,Mie Instan,85g,SKU-01661,2500,3500,11637
Indomie Soto 84,Minuman,75g,SKU-01662,2500,3500,11644
Aqua 84,Snack,600ml,SKU-01663,2500,4000,11651
Teh Botol Sosro 84,Sembako,450ml,SKU-01664,3500,5000,11658
Kopi Kapal Api 84,Susu,65g,SKU-01665,7000,9500,11665
Beras Premium 84,Kopi & Teh,5kg,SKU-01666,65000,75000,11672
Gula Pasir 84,Bumbu Dapur,1kg,SKU-01667,14500,17000,11679
Minyak Goreng 84,Makanan Kaleng,1L,SKU-01668,17000,20000,11686
Susu UHT 84,Perawatan Diri,1L,SKU-01669,18000,22000,11693
Sabun Mandi 84,Kebersihan,100g,SKU-01670,3500,5000,11700
Shampoo 84,Mie Instan,170ml,SKU-01671,18000,23000,11707
Pasta Gigi 84,Minuman,120g,SKU-01672,11000,15000,11714
Biskuit 84,Snack,120g,SKU-01673,6500,9000,11721
Keripik Kentang 84,Sembako,68g,SKU-01674,9000,12000,11728
Sarden Kaleng 84,Susu,155g,SKU-01675,12000,16000,11735
Kecap Manis 84,Kopi & Teh,600ml,SKU-01676,14000,18000,11742
Saus Sambal 84,Bumbu Dapur,335ml,SKU-01677,10000,14000,11749
Tepung Terigu 84,Makanan Kaleng,1kg,SKU-01678,12000,15000,11756
Telur Ayam 84,Perawatan Diri,1kg,SKU-01679,27000,32000,11763
Tisu Wajah 84,Kebersihan,200 sheets,SKU-01680,9000,13000,11770
Indomie Goreng 85,Mie Instan,85g,SKU-01681,2500,3500,11777
Indomie Soto 85,Minuman,75g,SKU-01682,2500,3500,11784
Aqua 85,Snack,600ml,SKU-01683,2500,4000,11791
Teh Botol Sosro 85,Sembako,450ml,SKU-01684,3500,5000,11798
Kopi Kapal Api 85,Susu,65g,SKU-01685,7000,9500,11805
Beras Premium 85,Kopi & Teh,5kg,SKU-01686,65000,75000,11812
Gula Pasir 85,Bumbu Dapur,1kg,SKU-01687,14500,17000,11819
Minyak Goreng 85,Makanan Kaleng,1L,SKU-01688,17000,20000,11826
Susu UHT 85,Perawatan Diri,1L,SKU-01689,18000,22000,11833
Sabun Mandi 85,Kebersihan,100g,SKU-01690,3500,5000,11840
Shampoo 85,Mie Instan,170ml,SKU-01691,18000,23000,11847
Pasta Gigi 85,Minuman,120g,SKU-01692,11000,15000,11854
Biskuit 85,Snack,120g,SKU-01693,6500,9000,11861
Keripik Kentang 85,Sembako,68g,SKU-01694,9000,12000,11868
Sarden Kaleng 85,Susu,155g,SKU-01695,12000,16000,11875
Kecap Manis 85,Kopi & Teh,600ml,SKU-01696,14000,18000,11882
Saus Sambal 85,Bumbu Dapur,335ml,SKU-01697,10000,14000,11889
Tepung Terigu 85,Makanan Kaleng,1kg,SKU-01698,12000,15000,11896
Telur Ayam 85,Perawatan Diri,1kg,SKU-01699,27000,32000,11903
Tisu Wajah 85,Kebersihan,200 sheets,SKU-01700,9000,13000,11910
Indomie Goreng 86,Mie Instan,85g,SKU-01701,2500,3500,11917
Indomie Soto 86,Minuman,75g,SKU-01702,2500,3500,11924
Aqua 86,Snack,600ml,SKU-01703,2500,4000,11931
Teh Botol Sosro 86,Sembako,450ml,SKU-01704,3500,5000,11938
Kopi Kapal Api 86,Susu,65g,SKU-01705,7000,9500,11945
Beras Premium 86,Kopi & Teh,5kg,SKU-01706,65000,75000,11952
Gula Pasir 86,Bumbu Dapur,1kg,SKU-01707,14500,17000,11959
Minyak Goreng 86,Makanan Kaleng,1L,SKU-01708,17000,20000,11966
Susu UHT 86,Perawatan Diri,1L,SKU-01709,18000,22000,11973
Sabun Mandi 86,Kebersihan,100g,SKU-01710,3500,5000,11980
Shampoo 86,Mie Instan,170ml,SKU-01711,18000,23000,11987
Pasta Gigi 86,Minuman,120g,SKU-01712,11000,15000,11994
Biskuit 86,Snack,120g,SKU-01713,6500,9000,12001
Keripik Kentang 86,Sembako,68g,SKU-01714,9000,12000,12008
Sarden Kaleng 86,Susu,155g,SKU-01715,12000,16000,12015
Kecap Manis 86,Kopi & Teh,600ml,SKU-01716,14000,18000,12022
Saus Sambal 86,Bumbu Dapur,335ml,SKU-01717,10000,14000,12029
Tepung Terigu 86,Makanan Kaleng,1kg,SKU-01718,12000,15000,12036
Telur Ayam 86,Perawatan Diri,1kg,SKU-01719,27000,32000,12043
Tisu Wajah 86,Kebersihan,200 sheets,SKU-01720,9000,13000,12050
Indomie Goreng 87,Mie Instan,85g,SKU-01721,2500,3500,12057
Indomie Soto 87,Minuman,75g,SKU-01722,2500,3500,12064
Aqua 87,Snack,600ml,SKU-01723,2500,4000,12071
Teh Botol Sosro 87,Sembako,450ml,SKU-01724,3500,5000,12078
Kopi Kapal Api 87,Susu,65g,SKU-01725,7000,9500,12085
Beras Premium 87,Kopi & Teh,5kg,SKU-01726,65000,75000,12092
Gula Pasir 87,Bumbu Dapur,1kg,SKU-01727,14500,17000,12099
Minyak Goreng 87,Makanan Kaleng,1L,SKU-01728,17000,20000,12106
Susu UHT 87,Perawatan Diri,1L,SKU-01729,18000,22000,12113
Sabun Mandi 87,Kebersihan,100g,SKU-01730,3500,5000,12120
Shampoo 87,Mie Instan,170ml,SKU-01731,18000,23000,12127
Pasta Gigi 87,Minuman,120g,SKU-01732,11000,15000,12134
Biskuit 87,Snack,120g,SKU-01733,6500,9000,12141
Keripik Kentang 87,Sembako,68g,SKU-01734,9000,12000,12148
Sarden Kaleng 87,Susu,155g,SKU-01735,12000,16000,12155
Kecap Manis 87,Kopi & Teh,600ml,SKU-01736,14000,18000,12162
Saus Sambal 87,Bumbu Dapur,335ml,SKU-01737,10000,14000,12169
Tepung Terigu 87,Makanan Kaleng,1kg,SKU-01738,12000,15000,12176
Telur Ayam 87,Perawatan Diri,1kg,SKU-01739,27000,32000,12183
Tisu Wajah 87,Kebersihan,200 sheets,SKU-01740,9000,13000,12190
Indomie Goreng 88,Mie Instan,85g,SKU-01741,2500,3500,12197
Indomie Soto 88,Minuman,75g,SKU-01742,2500,3500,12204
Aqua 88,Snack,600ml,SKU-01743,2500,4000,12211
Teh Botol Sosro 88,Sembako,450ml,SKU-01744,3500,5000,12218
Kopi Kapal Api 88,Susu,65g,SKU-01745,7000,9500,12225
Beras Premium 88,Kopi & Teh,5kg,SKU-01746,65000,75000,12232
Gula Pasir 88,Bumbu Dapur,1kg,SKU-01747,14500,17000,12239
Minyak Goreng 88,Makanan Kaleng,1L,SKU-01748,17000,20000,12246
Susu UHT 88,Perawatan Diri,1L,SKU-01749,18000,22000,12253
Sabun Mandi 88,Kebersihan,100g,SKU-01750,3500,5000,12260
Shampoo 88,Mie Instan,170ml,SKU-01751,18000,23000,12267
Pasta Gigi 88,Minuman,120g,SKU-01752,11000,15000,12274
Biskuit 88,Snack,120g,SKU-01753,6500,9000,12281
Keripik Kentang 88,Sembako,68g,SKU-01754,9000,12000,12288
Sarden Kaleng 88,Susu,155g,SKU-01755,12000,16000,12295
Kecap Manis 88,Kopi & Teh,600ml,SKU-01756,14000,18000,12302
Saus Sambal 88,Bumbu Dapur,335ml,SKU-01757,10000,14000,12309
Tepung Terigu 88,Makanan Kaleng,1kg,SKU-01758,12000,15000,12316
Telur Ayam 88,Perawatan Diri,1kg,SKU-01759,27000,32000,12323
Tisu Wajah 88,Kebersihan,200 sheets,SKU-01760,9000,13000,12330
Indomie Goreng 89,Mie Instan,85g,SKU-01761,2500,3500,12337
Indomie Soto 89,Minuman,75g,SKU-01762,2500,3500,12344
Aqua 89,Snack,600ml,SKU-01763,2500,4000,12351
Teh Botol Sosro 89,Sembako,450ml,SKU-01764,3500,5000,12358
Kopi Kapal Api 89,Susu,65g,SKU-01765,7000,9500,12365
Beras Premium 89,Kopi & Teh,5kg,SKU-01766,65000,75000,12372
Gula Pasir 89,Bumbu Dapur,1kg,SKU-01767,14500,17000,12379
Minyak Goreng 89,Makanan Kaleng,1L,SKU-01768,17000,20000,12386
Susu UHT 89,Perawatan Diri,1L,SKU-01769,18000,22000,12393
Sabun Mandi 89,Kebersihan,100g,SKU-01770,3500,5000,12400
Shampoo 89,Mie Instan,170ml,SKU-01771,18000,23000,12407
Pasta Gigi 89,Minuman,120g,SKU-01772,11000,15000,12414
Biskuit 89,Snack,120g,SKU-01773,6500,9000,12421
Keripik Kentang 89,Sembako,68g,SKU-01774,9000,12000,12428
Sarden Kaleng 89,Susu,155g,SKU-01775,12000,16000,12435
Kecap Manis 89,Kopi & Teh,600ml,SKU-01776,14000,18000,12442
Saus Sambal 89,Bumbu Dapur,335ml,SKU-01777,10000,14000,12449
Tepung Terigu 89,Makanan Kaleng,1kg,SKU-01778,12000,15000,12456
Telur Ayam 89,Perawatan Diri,1kg,SKU-01779,27000,32000,12463
Tisu Wajah 89,Kebersihan,200 sheets,SKU-01780,9000,13000,12470
Indomie Goreng 90,Mie Instan,85g,SKU-01781,2500,3500,12477
Indomie Soto 90,Minuman,75g,SKU-01782,2500,3500,12484
Aqua 90,Snack,600ml,SKU-01783,2500,4000,12491
Teh Botol Sosro 90,Sembako,450ml,SKU-01784,3500,5000,12498
Kopi Kapal Api 90,Susu,65g,SKU-01785,7000,9500,12505
Beras Premium 90,Kopi & Teh,5kg,SKU-01786,65000,75000,12512
Gula Pasir 90,Bumbu Dapur,1kg,SKU-01787,14500,17000,12519
Minyak Goreng 90,Makanan Kaleng,1L,SKU-01788,17000,20000,12526
Susu UHT 90,Perawatan Diri,1L,SKU-01789,18000,22000,12533
Sabun Mandi 90,Kebersihan,100g,SKU-01790,3500,5000,12540
Shampoo 90,Mie Instan,170ml,SKU-01791,18000,23000,12547
Pasta Gigi 90,Minuman,120g,SKU-01792,11000,15000,12554
Biskuit 90,Snack,120g,SKU-01793,6500,9000,12561
Keripik Kentang 90,Sembako,68g,SKU-01794,9000,12000,12568
Sarden Kaleng 90,Susu,155g,SKU-01795,12000,16000,12575
Kecap Manis 90,Kopi & Teh,600ml,SKU-01796,14000,18000,12582
Saus Sambal 90,Bumbu Dapur,335ml,SKU-01797,10000,14000,12589
Tepung Terigu 90,Makanan Kaleng,1kg,SKU-01798,12000,15000,12596
Telur Ayam 90,Perawatan Diri,1kg,SKU-01799,27000,32000,12603
Tisu Wajah 90,Kebersihan,200 sheets,SKU-01800,9000,13000,12610
Indomie Goreng 91,Mie Instan,85g,SKU-01801,2500,3500,12617
Indomie Soto 91,Minuman,75g,SKU-01802,2500,3500,12624
Aqua 91,Snack,600ml,SKU-01803,2500,4000,12631
Teh Botol Sosro 91,Sembako,450ml,SKU-01804,3500,5000,12638
Kopi Kapal Api 91,Susu,65g,SKU-01805,7000,9500,12645
Beras Premium 91,Kopi & Teh,5kg,SKU-01806,65000,75000,12652
Gula Pasir 91,Bumbu Dapur,1kg,SKU-01807,14500,17000,12659
Minyak Goreng 91,Makanan Kaleng,1L,SKU-01808,17000,20000,12666
Susu UHT 91,Perawatan Diri,1L,SKU-01809,18000,22000,12673
Sabun Mandi 91,Kebersihan,100g,SKU-01810,3500,5000,12680
Shampoo 91,Mie Instan,170ml,SKU-01811,18000,23000,12687
Pasta Gigi 91,Minuman,120g,SKU-01812,11000,15000,12694
Biskuit 91,Snack,120g,SKU-01813,6500,9000,12701
Keripik Kentang 91,Sembako,68g,SKU-01814,9000,12000,12708
Sarden Kaleng 91,Susu,155g,SKU-01815,12000,16000,12715
Kecap Manis 91,Kopi & Teh,600ml,SKU-01816,14000,18000,12722
Saus Sambal 91,Bumbu Dapur,335ml,SKU-01817,10000,14000,12729
Tepung Terigu 91,Makanan Kaleng,1kg,SKU-01818,12000,15000,12736
Telur Ayam 91,Perawatan Diri,1kg,SKU-01819,27000,32000,12743
Tisu Wajah 91,Kebersihan,200 sheets,SKU-01820,9000,13000,12750
Indomie Goreng 92,Mie Instan,85g,SKU-01821,2500,3500,12757
Indomie Soto 92,Minuman,75g,SKU-01822,2500,3500,12764
Aqua 92,Snack,600ml,SKU-01823,2500,4000,12771
Teh Botol Sosro 92,Sembako,450ml,SKU-01824,3500,5000,12778
Kopi Kapal Api 92,Susu,65g,SKU-01825,7000,9500,12785
Beras Premium 92,Kopi & Teh,5kg,SKU-01826,65000,75000,12792
Gula Pasir 92,Bumbu Dapur,1kg,SKU-01827,14500,17000,12799
Minyak Goreng 92,Makanan Kaleng,1L,SKU-01828,17000,20000,12806
Susu UHT 92,Perawatan Diri,1L,SKU-01829,18000,22000,12813
Sabun Mandi 92,Kebersihan,100g,SKU-01830,3500,5000,12820
Shampoo 92,Mie Instan,170ml,SKU-01831,18000,23000,12827
Pasta Gigi 92,Minuman,120g,SKU-01832,11000,15000,12834
Biskuit 92,Snack,120g,SKU-01833,6500,9000,12841
Keripik Kentang 92,Sembako,68g,SKU-01834,9000,12000,12848
Sarden Kaleng 92,Susu,155g,SKU-01835,12000,16000,12855
Kecap Manis 92,Kopi & Teh,600ml,SKU-01836,14000,18000,12862
Saus Sambal 92,Bumbu Dapur,335ml,SKU-01837,10000,14000,12869
Tepung Terigu 92,Makanan Kaleng,1kg,SKU-01838,12000,15000,12876
Telur Ayam 92,Perawatan Diri,1kg,SKU-01839,27000,32000,12883
Tisu Wajah 92,Kebersihan,200 sheets,SKU-01840,9000,13000,12890
Indomie Goreng 93,Mie Instan,85g,SKU-01841,2500,3500,12897
Indomie Soto 93,Minuman,75g,SKU-01842,2500,3500,12904
Aqua 93,Snack,600ml,SKU-01843,2500,4000,12911
Teh Botol Sosro 93,Sembako,450ml,SKU-01844,3500,5000,12918
Kopi Kapal Api 93,Susu,65g,SKU-01845,7000,9500,12925
Beras Premium 93,Kopi & Teh,5kg,SKU-01846,65000,75000,12932
Gula Pasir 93,Bumbu Dapur,1kg,SKU-01847,14500,17000,12939
Minyak Goreng 93,Makanan Kaleng,1L,SKU-01848,17000,20000,12946
Susu UHT 93,Perawatan Diri,1L,SKU-01849,18000,22000,12953
Sabun Mandi 93,Kebersihan,100g,SKU-01850,3500,5000,12960
Shampoo 93,Mie Instan,170ml,SKU-01851,18000,23000,12967
Pasta Gigi 93,Minuman,120g,SKU-01852,11000,15000,12974
Biskuit 93,Snack,120g,SKU-01853,6500,9000,12981
Keripik Kentang 93,Sembako,68g,SKU-01854,9000,12000,12988
Sarden Kaleng 93,Susu,155g,SKU-01855,12000,16000,12995
Kecap Manis 93,Kopi & Teh,600ml,SKU-01856,14000,18000,13002
Saus Sambal 93,Bumbu Dapur,335ml,SKU-01857,10000,14000,13009
Tepung Terigu 93,Makanan Kaleng,1kg,SKU-01858,12000,15000,13016
Telur Ayam 93,Perawatan Diri,1kg,SKU-01859,27000,32000,13023
Tisu Wajah 93,Kebersihan,200 sheets,SKU-01860,9000,13000,13030
Indomie Goreng 94,Mie Instan,85g,SKU-01861,2500,3500,13037
Indomie Soto 94,Minuman,75g,SKU-01862,2500,3500,13044
Aqua 94,Snack,600ml,SKU-01863,2500,4000,13051
Teh Botol Sosro 94,Sembako,450ml,SKU-01864,3500,5000,13058
Kopi Kapal Api 94,Susu,65g,SKU-01865,7000,9500,13065
Beras Premium 94,Kopi & Teh,5kg,SKU-01866,65000,75000,13072
Gula Pasir 94,Bumbu Dapur,1kg,SKU-01867,14500,17000,13079
Minyak Goreng 94,Makanan Kaleng,1L,SKU-01868,17000,20000,13086
Susu UHT 94,Perawatan Diri,1L,SKU-01869,18000,22000,13093
Sabun Mandi 94,Kebersihan,100g,SKU-01870,3500,5000,13100
Shampoo 94,Mie Instan,170ml,SKU-01871,18000,23000,13107
Pasta Gigi 94,Minuman,120g,SKU-01872,11000,15000,13114
Biskuit 94,Snack,120g,SKU-01873,6500,9000,13121
Keripik Kentang 94,Sembako,68g,SKU-01874,9000,12000,13128
Sarden Kaleng 94,Susu,155g,SKU-01875,12000,16000,13135
Kecap Manis 94,Kopi & Teh,600ml,SKU-01876,14000,18000,13142
Saus Sambal 94,Bumbu Dapur,335ml,SKU-01877,10000,14000,13149
Tepung Terigu 94,Makanan Kaleng,1kg,SKU-01878,12000,15000,13156
Telur Ayam 94,Perawatan Diri,1kg,SKU-01879,27000,32000,13163
Tisu Wajah 94,Kebersihan,200 sheets,SKU-01880,9000,13000,13170
Indomie Goreng 95,Mie Instan,85g,SKU-01881,2500,3500,13177
Indomie Soto 95,Minuman,75g,SKU-01882,2500,3500,13184
Aqua 95,Snack,600ml,SKU-01883,2500,4000,13191
Teh Botol Sosro 95,Sembako,450ml,SKU-01884,3500,5000,13198
Kopi Kapal Api 95,Susu,65g,SKU-01885,7000,9500,13205
Beras Premium 95,Kopi & Teh,5kg,SKU-01886,65000,75000,13212
Gula Pasir 95,Bumbu Dapur,1kg,SKU-01887,14500,17000,13219
Minyak Goreng 95,Makanan Kaleng,1L,SKU-01888,17000,20000,13226
Susu UHT 95,Perawatan Diri,1L,SKU-01889,18000,22000,13233
Sabun Mandi 95,Kebersihan,100g,SKU-01890,3500,5000,13240
Shampoo 95,Mie Instan,170ml,SKU-01891,18000,23000,13247
Pasta Gigi 95,Minuman,120g,SKU-01892,11000,15000,13254
Biskuit 95,Snack,120g,SKU-01893,6500,9000,13261
Keripik Kentang 95,Sembako,68g,SKU-01894,9000,12000,13268
