name,category,sku,variantName,costPrice,sellingPrice,stockQuantity
Prima Minyak Goreng 0182,Minuman,SKU-000365,5 L,10634,13200,112
Sejahtera Gula 0183,Snack,SKU-000366,500 g,9046,12000,187
Maju Tepung 0184,Sembako,SKU-000367,500 g,34748,40900,75
Maju Tepung 0184,Sembako,SKU-000368,1 kg,85947,118100,44
Jaya Kopi 0185,Perawatan Diri,SKU-000369,100 g,52937,63000,138
Jaya Kopi 0185,Perawatan Diri,SKU-000370,200 g,96207,126000,69
Jaya Kopi 0185,Perawatan Diri,SKU-000371,500 g,43434,53300,123
Sentosa Teh 0186,Kebersihan,SKU-000372,25 sachet,77669,106700,86
Makmur Susu 0187,Elektronik,SKU-000373,200 ml,30491,39300,19
Makmur Susu 0187,Elektronik,SKU-000374,1 L,37198,51200,57
Fresh Air Mineral 0188,ATK,SKU-000375,330 ml,104479,150500,142
Fresh Air Mineral 0188,ATK,SKU-000376,600 ml,96185,113200,101
Fresh Air Mineral 0188,ATK,SKU-000377,1.5 L,3948,4900,31
Daily Mie Instan 0189,Rumah Tangga,SKU-000378,Original,119519,150700,191
Choice Biskuit 0190,Kesehatan,SKU-000379,50 g,69024,91500,163
Choice Biskuit 0190,Kesehatan,SKU-000380,100 g,97679,115500,59
Max Keripik 0191,Makanan,SKU-000381,50 g,123894,143400,143
Max Keripik 0191,Makanan,SKU-000382,100 g,86284,122900,56
Max Keripik 0191,Makanan,SKU-000383,250 g,16871,22600,118
Plus Saus 0192,Minuman,SKU-000384,135 ml,79517,106900,29
Nusantara Kecap 0193,Snack,SKU-000385,135 ml,36941,43000,9
Nusantara Kecap 0193,Snack,SKU-000386,275 ml,80087,116000,29
Prima Sabun Mandi 0194,Sembako,SKU-000387,70 g,25778,31500,137
Prima Sabun Mandi 0194,Sembako,SKU-000388,100 g,35863,45400,94
Prima Sabun Mandi 0194,Sembako,SKU-000389,250 g,141908,181000,190
Sejahtera Shampoo 0195,Perawatan Diri,SKU-000390,170 ml,40807,57800,167
Maju Pasta Gigi 0196,Kebersihan,SKU-000391,75 g,26257,36800,157
Maju Pasta Gigi 0196,Kebersihan,SKU-000392,120 g,107285,153600,71
Jaya Detergen 0197,Elektronik,SKU-000393,500 g,8876,12000,55
Jaya Detergen 0197,Elektronik,SKU-000394,1 kg,116530,149600,60
Jaya Detergen 0197,Elektronik,SKU-000395,2.5 kg,95375,112500,175
Sentosa Tisu 0198,ATK,SKU-000396,10 sheets,96594,126900,165
Makmur Pewangi 0199,Rumah Tangga,SKU-000397,250 ml,94324,110200,70
Makmur Pewangi 0199,Rumah Tangga,SKU-000398,450 ml,50057,72100,116
Fresh Pulpen 0200,Kesehatan,SKU-000399,0.5 mm,24331,32800,164
Fresh Pulpen 0200,Kesehatan,SKU-000400,0.7 mm,5898,6900,85
Fresh Pulpen 0200,Kesehatan,SKU-000401,1.0 mm,64150,92800,144
Daily Buku Tulis 0201,Makanan,SKU-000402,38 sheets,54093,63300,195
Choice Lampu LED 0202,Minuman,SKU-000403,5 W,145582,176500,55
Choice Lampu LED 0202,Minuman,SKU-000404,9 W,61379,76600,37
Max Baterai 0203,Snack,SKU-000405,AA,1043,1300,37
Max Baterai 0203,Snack,SKU-000406,AAA,34376,45100,44
Max Baterai 0203,Snack,SKU-000407,9V,29116,39300,6
Plus Kabel USB 0204,Sembako,SKU-000408,1 m,34851,40200,60
Nusantara Sapu 0205,Perawatan Diri,SKU-000409,Standard,85174,98400,67
Nusantara Sapu 0205,Perawatan Diri,SKU-000410,Premium,14036,16700,107
Prima Pel 0206,Kebersihan,SKU-000411,Standard,138210,163700,16
Prima Pel 0206,Kebersihan,SKU-000412,Microfiber,125145,160700,92
Prima Pel 0206,Kebersihan,SKU-000413,Spray,134842,179100,115
Sejahtera Spons 0207,Elektronik,SKU-000414,Small,132378,161000,157
Maju Vitamin 0208,ATK,SKU-000415,30 tablets,11667,16000,168
Maju Vitamin 0208,ATK,SKU-000416,60 tablets,136995,169900,164
Jaya Masker 0209,Rumah Tangga,SKU-000417,10 pcs,8465,9900,122
Jaya Masker 0209,Rumah Tangga,SKU-000418,25 pcs,105581,134900,27
Jaya Masker 0209,Rumah Tangga,SKU-000419,50 pcs,128821,175700,113
Sentosa Hand Sanitizer 0210,Kesehatan,SKU-000420,60 ml,19565,27800,82
Makmur Beras 0211,Makanan,SKU-000421,5 kg,39184,45800,70
Makmur Beras 0211,Makanan,SKU-000422,10 kg,144048,196400,97
Fresh Minyak Goreng 0212,Minuman,SKU-000423,1 L,139382,172600,129
Fresh Minyak Goreng 0212,Minuman,SKU-000424,2 L,113074,133400,179
Fresh Minyak Goreng 0212,Minuman,SKU-000425,5 L,30292,42600,166
Daily Gula 0213,Snack,SKU-000426,500 g,144829,197900,55
Choice Tepung 0214,Sembako,SKU-000427,500 g,113040,145300,58
Choice Tepung 0214,Sembako,SKU-000428,1 kg,108778,136200,116
Max Kopi 0215,Perawatan Diri,SKU-000429,100 g,104824,133600,24
Max Kopi 0215,Perawatan Diri,SKU-000430,200 g,82232,105100,170
Max Kopi 0215,Perawatan Diri,SKU-000431,500 g,67117,84700,39
Plus Teh 0216,Kebersihan,SKU-000432,25 sachet,124626,145800,21
Nusantara Susu 0217,Elektronik,SKU-000433,200 ml,24739,31700,190
Nusantara Susu 0217,Elektronik,SKU-000434,1 L,97987,136500,142
Prima Air Mineral 0218,ATK,SKU-000435,330 ml,16023,21200,143
Prima Air Mineral 0218,ATK,SKU-000436,600 ml,147541,184300,31
Prima Air Mineral 0218,ATK,SKU-000437,1.5 L,107991,135600,170
Sejahtera Mie Instan 0219,Rumah Tangga,SKU-000438,Original,111170,156800,184
Maju Biskuit 0220,Kesehatan,SKU-000439,50 g,13786,19900,153
Maju Biskuit 0220,Kesehatan,SKU-000440,100 g,82206,103200,147
Jaya Keripik 0221,Makanan,SKU-000441,50 g,133315,161800,168
Jaya Keripik 0221,Makanan,SKU-000442,100 g,126703,154200,27
Jaya Keripik 0221,Makanan,SKU-000443,250 g,92080,129200,94
Sentosa Saus 0222,Minuman,SKU-000444,135 ml,30416,41900,146
Makmur Kecap 0223,Snack,SKU-000445,135 ml,59586,83000,143
Makmur Kecap 0223,Snack,SKU-000446,275 ml,146245,169300,168
Fresh Sabun Mandi 0224,Sembako,SKU-000447,70 g,70409,81600,69
Fresh Sabun Mandi 0224,Sembako,SKU-000448,100 g,81298,116000,89
Fresh Sabun Mandi 0224,Sembako,SKU-000449,250 g,1900,2300,36
Daily Shampoo 0225,Perawatan Diri,SKU-000450,170 ml,148757,200400,17
Choice Pasta Gigi 0226,Kebersihan,SKU-000451,75 g,37491,51400,7
Choice Pasta Gigi 0226,Kebersihan,SKU-000452,120 g,24353,33500,55
Max Detergen 0227,Elektronik,SKU-000453,500 g,98917,126200,87
Max Detergen 0227,Elektronik,SKU-000454,1 kg,41563,52400,184
Max Detergen 0227,Elektronik,SKU-000455,2.5 kg,85335,118000,145
Plus Tisu 0228,ATK,SKU-000456,10 sheets,22570,31900,39
Nusantara Pewangi 0229,Rumah Tangga,SKU-000457,250 ml,41564,57200,12
Nusantara Pewangi 0229,Rumah Tangga,SKU-000458,450 ml,21686,26700,169
Prima Pulpen 0230,Kesehatan,SKU-000459,0.5 mm,111452,144400,113
Prima Pulpen 0230,Kesehatan,SKU-000460,0.7 mm,108875,134100,193
Prima Pulpen 0230,Kesehatan,SKU-000461,1.0 mm,134608,159400,110
Sejahtera Buku Tulis 0231,Makanan,SKU-000462,38 sheets,29369,36300,173
Maju Lampu LED 0232,Minuman,SKU-000463,5 W,127867,167300,78
Maju Lampu LED 0232,Minuman,SKU-000464,9 W,12205,14800,153
Jaya Baterai 0233,Snack,SKU-000465,AA,14660,16900,77
Jaya Baterai 0233,Snack,SKU-000466,AAA,55673,76800,195
Jaya Baterai 0233,Snack,SKU-000467,9V,67282,83200,30
Sentosa Kabel USB 0234,Sembako,SKU-000468,1 m,2326,3000,110
Makmur Sapu 0235,Perawatan Diri,SKU-000469,Standard,46357,55100,136
Makmur Sapu 0235,Perawatan Diri,SKU-000470,Premium,60622,78800,171
Fresh Pel 0236,Kebersihan,SKU-000471,Standard,93142,109100,189
Fresh Pel 0236,Kebersihan,SKU-000472,Microfiber,11389,14600,117
Fresh Pel 0236,Kebersihan,SKU-000473,Spray,20711,29200,147
Daily Spons 0237,Elektronik,SKU-000474,Small,112834,149200,181
Choice Vitamin 0238,ATK,SKU-000475,30 tablets,109795,135800,103
Choice Vitamin 0238,ATK,SKU-000476,60 tablets,5767,8300,43
Max Masker 0239,Rumah Tangga,SKU-000477,10 pcs,120911,169200,92
Max Masker 0239,Rumah Tangga,SKU-000478,25 pcs,23402,30000,27
Max Masker 0239,Rumah Tangga,SKU-000479,50 pcs,64083,82100,102
Plus Hand Sanitizer 0240,Kesehatan,SKU-000480,60 ml,137653,161500,79
Nusantara Beras 0241,Makanan,SKU-000481,5 kg,89301,108600,199
Nusantara Beras 0241,Makanan,SKU-000482,10 kg,44374,52000,162
Prima Minyak Goreng 0242,Minuman,SKU-000483,1 L,30191,39500,49
Prima Minyak Goreng 0242,Minuman,SKU-000484,2 L,91886,115300,165
Prima Minyak Goreng 0242,Minuman,SKU-000485,5 L,39016,47600,37
Sejahtera Gula 0243,Snack,SKU-000486,500 g,67400,81500,154
Maju Tepung 0244,Sembako,SKU-000487,500 g,40373,55600,167
Maju Tepung 0244,Sembako,SKU-000488,1 kg,20053,24100,197
Jaya Kopi 0245,Perawatan Diri,SKU-000489,100 g,129829,167400,144
Jaya Kopi 0245,Perawatan Diri,SKU-000490,200 g,117977,159800,144
Jaya Kopi 0245,Perawatan Diri,SKU-000491,500 g,85027,119800,160
Sentosa Teh 0246,Kebersihan,SKU-000492,25 sachet,83173,99400,17
Makmur Susu 0247,Elektronik,SKU-000493,200 ml,123224,158100,77
Makmur Susu 0247,Elektronik,SKU-000494,1 L,72304,96000,90
Fresh Air Mineral 0248,ATK,SKU-000495,330 ml,133295,156300,118
Fresh Air Mineral 0248,ATK,SKU-000496,600 ml,118766,137900,94
Fresh Air Mineral 0248,ATK,SKU-000497,1.5 L,75555,88600,23
Daily Mie Instan 0249,Rumah Tangga,SKU-000498,Original,133224,168600,148
Choice Biskuit 0250,Kesehatan,SKU-000499,50 g,145610,209100,189
Choice Biskuit 0250,Kesehatan,SKU-000500,100 g,11053,14200,146
Max Keripik 0251,Makanan,SKU-000501,50 g,49645,61900,121
Max Keripik 0251,Makanan,SKU-000502,100 g,131730,157500,15
Max Keripik 0251,Makanan,SKU-000503,250 g,118401,139800,87
Plus Saus 0252,Minuman,SKU-000504,135 ml,22406,29200,44
Nusantara Kecap 0253,Snack,SKU-000505,135 ml,10560,12900,112
Nusantara Kecap 0253,Snack,SKU-000506,275 ml,115491,151000,156
Prima Sabun Mandi 0254,Sembako,SKU-000507,70 g,41914,52800,72
Prima Sabun Mandi 0254,Sembako,SKU-000508,100 g,101858,129600,86
Prima Sabun Mandi 0254,Sembako,SKU-000509,250 g,14027,19500,165
Sejahtera Shampoo 0255,Perawatan Diri,SKU-000510,170 ml,88026,103000,24
Maju Pasta Gigi 0256,Kebersihan,SKU-000511,75 g,146566,198400,72
Maju Pasta Gigi 0256,Kebersihan,SKU-000512,120 g,66359,90700,168
Jaya Detergen 0257,Elektronik,SKU-000513,500 g,39719,49600,149
Jaya Detergen 0257,Elektronik,SKU-000514,1 kg,37374,53300,79
Jaya Detergen 0257,Elektronik,SKU-000515,2.5 kg,103049,122500,181
Sentosa Tisu 0258,ATK,SKU-000516,10 sheets,22508,28000,96
Makmur Pewangi 0259,Rumah Tangga,SKU-000517,250 ml,86408,120400,171
Makmur Pewangi 0259,Rumah Tangga,SKU-000518,450 ml,138290,162900,171
Fresh Pulpen 0260,Kesehatan,SKU-000519,0.5 mm,111293,145000,4
Fresh Pulpen 0260,Kesehatan,SKU-000520,0.7 mm,95352,118500,54
Fresh Pulpen 0260,Kesehatan,SKU-000521,1.0 mm,89883,128900,124
Daily Buku Tulis 0261,Makanan,SKU-000522,38 sheets,50633,61700,35
Choice Lampu LED 0262,Minuman,SKU-000523,5 W,40917,48000,25
Choice Lampu LED 0262,Minuman,SKU-000524,9 W,133387,184200,189
Max Baterai 0263,Snack,SKU-000525,AA,138327,160600,86
Max Baterai 0263,Snack,SKU-000526,AAA,34653,46100,39
Max Baterai 0263,Snack,SKU-000527,9V,42832,51600,177
Plus Kabel USB 0264,Sembako,SKU-000528,1 m,43695,59700,11
Nusantara Sapu 0265,Perawatan Diri,SKU-000529,Standard,108004,136000,184
Nusantara Sapu 0265,Perawatan Diri,SKU-000530,Premium,62567,90200,156
Prima Pel 0266,Kebersihan,SKU-000531,Standard,74992,103200,200
Prima Pel 0266,Kebersihan,SKU-000532,Microfiber,117983,144000,61
Prima Pel 0266,Kebersihan,SKU-000533,Spray,81425,117200,200
Sejahtera Spons 0267,Elektronik,SKU-000534,Small,123249,175200,49
Maju Vitamin 0268,ATK,SKU-000535,30 tablets,96727,130900,146
Maju Vitamin 0268,ATK,SKU-000536,60 tablets,115799,149200,72
Jaya Masker 0269,Rumah Tangga,SKU-000537,10 pcs,100405,130600,107
Jaya Masker 0269,Rumah Tangga,SKU-000538,25 pcs,42782,59700,154
Jaya Masker 0269,Rumah Tangga,SKU-000539,50 pcs,36580,51600,13
Sentosa Hand Sanitizer 0270,Kesehatan,SKU-000540,60 ml,126283,178300,141
Makmur Beras 0271,Makanan,SKU-000541,5 kg,27193,37100,132
Makmur Beras 0271,Makanan,SKU-000542,10 kg,32983,40800,195
Fresh Minyak Goreng 0272,Minuman,SKU-000543,1 L,42324,52100,131
Fresh Minyak Goreng 0272,Minuman,SKU-000544,2 L,38926,54500,23
Fresh Minyak Goreng 0272,Minuman,SKU-000545,5 L,58505,81600,89
Daily Gula 0273,Snack,SKU-000546,500 g,7291,9300,101
Choice Tepung 0274,Sembako,SKU-000547,500 g,131898,166500,98
Choice Tepung 0274,Sembako,SKU-000548,1 kg,21692,27400,7
Max Kopi 0275,Perawatan Diri,SKU-000549,100 g,83841,119800,182
Max Kopi 0275,Perawatan Diri,SKU-000550,200 g,88194,122400,35
Max Kopi 0275,Perawatan Diri,SKU-000551,500 g,10340,12800,120
Plus Teh 0276,Kebersihan,SKU-000552,25 sachet,36683,50500,120
Nusantara Susu 0277,Elektronik,SKU-000553,200 ml,117898,157300,20
Nusantara Susu 0277,Elektronik,SKU-000554,1 L,5281,6500,38
Prima Air Mineral 0278,ATK,SKU-000555,330 ml,144165,206500,155
Prima Air Mineral 0278,ATK,SKU-000556,600 ml,138652,177100,198
Prima Air Mineral 0278,ATK,SKU-000557,1.5 L,75824,92600,31
Sejahtera Mie Instan 0279,Rumah Tangga,SKU-000558,Original,12817,15700,163
Maju Biskuit 0280,Kesehatan,SKU-000559,50 g,120129,140400,127
Maju Biskuit 0280,Kesehatan,SKU-000560,100 g,140823,162600,131
Jaya Keripik 0281,Makanan,SKU-000561,50 g,63722,87000,74
Jaya Keripik 0281,Makanan,SKU-000562,100 g,112822,129800,90
Jaya Keripik 0281,Makanan,SKU-000563,250 g,63362,83700,47
Sentosa Saus 0282,Minuman,SKU-000564,135 ml,22743,29700,92
Makmur Kecap 0283,Snack,SKU-000565,135 ml,18041,25900,139
Makmur Kecap 0283,Snack,SKU-000566,275 ml,133292,184700,129
Fresh Sabun Mandi 0284,Sembako,SKU-000567,70 g,145567,168300,120
Fresh Sabun Mandi 0284,Sembako,SKU-000568,100 g,11712,15700,95
Fresh Sabun Mandi 0284,Sembako,SKU-000569,250 g,66792,91800,91
Daily Shampoo 0285,Perawatan Diri,SKU-000570,170 ml,18010,22600,187
Choice Pasta Gigi 0286,Kebersihan,SKU-000571,75 g,27474,38000,188
Choice Pasta Gigi 0286,Kebersihan,SKU-000572,120 g,87467,104100,90
Max Detergen 0287,Elektronik,SKU-000573,500 g,143434,179500,164
Max Detergen 0287,Elektronik,SKU-000574,1 kg,46198,64600,175
Max Detergen 0287,Elektronik,SKU-000575,2.5 kg,122098,176300,122
Plus Tisu 0288,ATK,SKU-000576,10 sheets,48083,67000,16
Nusantara Pewangi 0289,Rumah Tangga,SKU-000577,250 ml,120277,139700,51
Nusantara Pewangi 0289,Rumah Tangga,SKU-000578,450 ml,11783,16300,10
Prima Pulpen 0290,Kesehatan,SKU-000579,0.5 mm,83031,118700,131
Prima Pulpen 0290,Kesehatan,SKU-000580,0.7 mm,104692,151500,139
Prima Pulpen 0290,Kesehatan,SKU-000581,1.0 mm,124398,152500,192
Sejahtera Buku Tulis 0291,Makanan,SKU-000582,38 sheets,50396,62300,199
Maju Lampu LED 0292,Minuman,SKU-000583,5 W,12831,18100,84
Maju Lampu LED 0292,Minuman,SKU-000584,9 W,71922,85400,94
Jaya Baterai 0293,Snack,SKU-000585,AA,114844,162700,190
Jaya Baterai 0293,Snack,SKU-000586,AAA,115574,163900,98
Jaya Baterai 0293,Snack,SKU-000587,9V,89176,128600,127
Sentosa Kabel USB 0294,Sembako,SKU-000588,1 m,130722,164700,132
Makmur Sapu 0295,Perawatan Diri,SKU-000589,Standard,70219,97600,186
Makmur Sapu 0295,Perawatan Diri,SKU-000590,Premium,111580,131000,154
Fresh Pel 0296,Kebersihan,SKU-000591,Standard,47605,62500,82
Fresh Pel 0296,Kebersihan,SKU-000592,Microfiber,27195,31900,169
Fresh Pel 0296,Kebersihan,SKU-000593,Spray,77800,96600,154
Daily Spons 0297,Elektronik,SKU-000594,Small,112003,134400,113
Choice Vitamin 0298,ATK,SKU-000595,30 tablets,92455,118700,186
Choice Vitamin 0298,ATK,SKU-000596,60 tablets,92721,123700,111
Max Masker 0299,Rumah Tangga,SKU-000597,10 pcs,72273,97000,14
Max Masker 0299,Rumah Tangga,SKU-000598,25 pcs,19971,27000,103
Max Masker 0299,Rumah Tangga,SKU-000599,50 pcs,95539,124600,191
Plus Hand Sanitizer 0300,Kesehatan,SKU-000600,60 ml,42239,60600,36
Nusantara Beras 0301,Makanan,SKU-000601,5 kg,115164,133600,17
Nusantara Beras 0301,Makanan,SKU-000602,10 kg,62164,86000,93
Prima Minyak Goreng 0302,Minuman,SKU-000603,1 L,95235,120500,145
Prima Minyak Goreng 0302,Minuman,SKU-000604,2 L,8789,11700,173
Prima Minyak Goreng 0302,Minuman,SKU-000605,5 L,118244,169600,95
Sejahtera Gula 0303,Snack,SKU-000606,500 g,116676,160900,146
Maju Tepung 0304,Sembako,SKU-000607,500 g,36395,47600,101
Maju Tepung 0304,Sembako,SKU-000608,1 kg,82714,111200,63
Jaya Kopi 0305,Perawatan Diri,SKU-000609,100 g,30039,34800,47
Jaya Kopi 0305,Perawatan Diri,SKU-000610,200 g,131121,171200,143
Jaya Kopi 0305,Perawatan Diri,SKU-000611,500 g,31170,38300,66
Sentosa Teh 0306,Kebersihan,SKU-000612,25 sachet,117287,142400,156
Makmur Susu 0307,Elektronik,SKU-000613,200 ml,75162,102100,125
Makmur Susu 0307,Elektronik,SKU-000614,1 L,52775,62600,18
Fresh Air Mineral 0308,ATK,SKU-000615,330 ml,118800,142800,182
Fresh Air Mineral 0308,ATK,SKU-000616,600 ml,116983,169500,174
Fresh Air Mineral 0308,ATK,SKU-000617,1.5 L,84078,113500,181
Daily Mie Instan 0309,Rumah Tangga,SKU-000618,Original,17323,22800,74
Choice Biskuit 0310,Kesehatan,SKU-000619,50 g,78931,110900,182
Choice Biskuit 0310,Kesehatan,SKU-000620,100 g,45936,63800,130
Max Keripik 0311,Makanan,SKU-000621,50 g,59083,70100,51
Max Keripik 0311,Makanan,SKU-000622,100 g,36705,44800,126
Max Keripik 0311,Makanan,SKU-000623,250 g,7190,9000,146
Plus Saus 0312,Minuman,SKU-000624,135 ml,97007,125200,141
Nusantara Kecap 0313,Snack,SKU-000625,135 ml,34318,45800,22
Nusantara Kecap 0313,Snack,SKU-000626,275 ml,17535,21800,183
Prima Sabun Mandi 0314,Sembako,SKU-000627,70 g,125779,164500,196
Prima Sabun Mandi 0314,Sembako,SKU-000628,100 g,107630,150400,18
Prima Sabun Mandi 0314,Sembako,SKU-000629,250 g,33153,47800,164
Sejahtera Shampoo 0315,Perawatan Diri,SKU-000630,170 ml,19741,25400,174
Maju Pasta Gigi 0316,Kebersihan,SKU-000631,75 g,135922,170400,199
Maju Pasta Gigi 0316,Kebersihan,SKU-000632,120 g,144820,194300,46
Jaya Detergen 0317,Elektronik,SKU-000633,500 g,34125,43700,14
Jaya Detergen 0317,Elektronik,SKU-000634,1 kg,32848,42900,77
Jaya Detergen 0317,Elektronik,SKU-000635,2.5 kg,43463,52100,181
Sentosa Tisu 0318,ATK,SKU-000636,10 sheets,59405,74500,132
Makmur Pewangi 0319,Rumah Tangga,SKU-000637,250 ml,74761,104900,64
Makmur Pewangi 0319,Rumah Tangga,SKU-000638,450 ml,51759,69400,141
Fresh Pulpen 0320,Kesehatan,SKU-000639,0.5 mm,72245,85800,77
Fresh Pulpen 0320,Kesehatan,SKU-000640,0.7 mm,140148,165100,164
Fresh Pulpen 0320,Kesehatan,SKU-000641,1.0 mm,44506,59100,148
Daily Buku Tulis 0321,Makanan,SKU-000642,38 sheets,40721,48900,159
Choice Lampu LED 0322,Minuman,SKU-000643,5 W,88804,124600,144
Choice Lampu LED 0322,Minuman,SKU-000644,9 W,11098,15500,7
Max Baterai 0323,Snack,SKU-000645,AA,21592,25100,164
Max Baterai 0323,Snack,SKU-000646,AAA,69677,93700,196
Max Baterai 0323,Snack,SKU-000647,9V,109505,146200,7
Plus Kabel USB 0324,Sembako,SKU-000648,1 m,130857,185400,139
Nusantara Sapu 0325,Perawatan Diri,SKU-000649,Standard,76235,102400,77
Nusantara Sapu 0325,Perawatan Diri,SKU-000650,Premium,126901,155300,175
Prima Pel 0326,Kebersihan,SKU-000651,Standard,106754,132300,18
Prima Pel 0326,Kebersihan,SKU-000652,Microfiber,16005,19200,106
Prima Pel 0326,Kebersihan,SKU-000653,Spray,127243,164100,87
Sejahtera Spons 0327,Elektronik,SKU-000654,Small,37961,47200,183
Maju Vitamin 0328,ATK,SKU-000655,30 tablets,84006,115100,88
Maju Vitamin 0328,ATK,SKU-000656,60 tablets,104821,124700,94
Jaya Masker 0329,Rumah Tangga,SKU-000657,10 pcs,135298,178400,81
Jaya Masker 0329,Rumah Tangga,SKU-000658,25 pcs,63670,82100,68
Jaya Masker 0329,Rumah Tangga,SKU-000659,50 pcs,118158,144700,24
Sentosa Hand Sanitizer 0330,Kesehatan,SKU-000660,60 ml,13565,16800,98
Makmur Beras 0331,Makanan,SKU-000661,5 kg,109911,134600,40
Makmur Beras 0331,Makanan,SKU-000662,10 kg,86135,123200,184
Fresh Minyak Goreng 0332,Minuman,SKU-000663,1 L,82276,99300,40
Fresh Minyak Goreng 0332,Minuman,SKU-000664,2 L,130917,189700,119
Fresh Minyak Goreng 0332,Minuman,SKU-000665,5 L,131046,185300,127
Daily Gula 0333,Snack,SKU-000666,500 g,6375,7500,100
Choice Tepung 0334,Sembako,SKU-000667,500 g,132799,170900,61
Choice Tepung 0334,Sembako,SKU-000668,1 kg,56698,75100,12
Max Kopi 0335,Perawatan Diri,SKU-000669,100 g,13548,16700,152
Max Kopi 0335,Perawatan Diri,SKU-000670,200 g,123661,152800,2
Max Kopi 0335,Perawatan Diri,SKU-000671,500 g,28479,36400,67
Plus Teh 0336,Kebersihan,SKU-000672,25 sachet,96186,132700,93
Nusantara Susu 0337,Elektronik,SKU-000673,200 ml,12160,15400,145
Nusantara Susu 0337,Elektronik,SKU-000674,1 L,147576,178300,141
Prima Air Mineral 0338,ATK,SKU-000675,330 ml,75955,89000,129
Prima Air Mineral 0338,ATK,SKU-000676,600 ml,118357,163300,71
Prima Air Mineral 0338,ATK,SKU-000677,1.5 L,31445,37400,24
Sejahtera Mie Instan 0339,Rumah Tangga,SKU-000678,Original,103559,130700,86
Maju Biskuit 0340,Kesehatan,SKU-000679,50 g,146532,209800,193
Maju Biskuit 0340,Kesehatan,SKU-000680,100 g,38118,46100,130
Jaya Keripik 0341,Makanan,SKU-000681,50 g,105521,137200,11
Jaya Keripik 0341,Makanan,SKU-000682,100 g,10501,12500,85
Jaya Keripik 0341,Makanan,SKU-000683,250 g,124489,162600,38
Sentosa Saus 0342,Minuman,SKU-000684,135 ml,135436,161400,156
Makmur Kecap 0343,Snack,SKU-000685,135 ml,83800,100500,157
Makmur Kecap 0343,Snack,SKU-000686,275 ml,78742,104600,129
Fresh Sabun Mandi 0344,Sembako,SKU-000687,70 g,133918,175400,181
Fresh Sabun Mandi 0344,Sembako,SKU-000688,100 g,147867,183300,4
Fresh Sabun Mandi 0344,Sembako,SKU-000689,250 g,96862,121000,28
Daily Shampoo 0345,Perawatan Diri,SKU-000690,170 ml,109493,145100,185
Choice Pasta Gigi 0346,Kebersihan,SKU-000691,75 g,7285,9700,67
Choice Pasta Gigi 0346,Kebersihan,SKU-000692,120 g,59949,81900,149
Max Detergen 0347,Elektronik,SKU-000693,500 g,126246,151600,161
Max Detergen 0347,Elektronik,SKU-000694,1 kg,99964,119400,174
Max Detergen 0347,Elektronik,SKU-000695,2.5 kg,63790,74000,179
Plus Tisu 0348,ATK,SKU-000696,10 sheets,29108,35100,112
Nusantara Pewangi 0349,Rumah Tangga,SKU-000697,250 ml,82532,105300,105
Nusantara Pewangi 0349,Rumah Tangga,SKU-000698,450 ml,53748,68400,198
Prima Pulpen 0350,Kesehatan,SKU-000699,0.5 mm,123928,175000,188
Prima Pulpen 0350,Kesehatan,SKU-000700,0.7 mm,16626,22600,132
Prima Pulpen 0350,Kesehatan,SKU-000701,1.0 mm,54653,72000,169
Sejahtera Buku Tulis 0351,Makanan,SKU-000702,38 sheets,125702,164400,80
Maju Lampu LED 0352,Minuman,SKU-000703,5 W,45698,58900,136
Maju Lampu LED 0352,Minuman,SKU-000704,9 W,90038,118300,173
Jaya Baterai 0353,Snack,SKU-000705,AA,69600,92800,49
Jaya Baterai 0353,Snack,SKU-000706,AAA,64923,80100,76
Jaya Baterai 0353,Snack,SKU-000707,9V,59247,84900,76
Sentosa Kabel USB 0354,Sembako,SKU-000708,1 m,76060,103600,176
Makmur Sapu 0355,Perawatan Diri,SKU-000709,Standard,128489,160000,89
